OWNER_CIK,OWNER_NAME,Weighted_SP500_6M,Weighted_SP500_1Y,Weighted_SP500_18M,Weighted_Sector_6M,Weighted_Sector_1Y,Weighted_Sector_18M,Return_vs_SP500_6M,Return_vs_SP500_1Y,Return_vs_SP500_18M,Return_vs_Sector_6M,Return_vs_Sector_1Y,Return_vs_Sector_18M,Min_Transaction_Value,Avg_Transaction_Value,Max_Transaction_Value,Transaction_Count,Unique_Transaction_Years,Earliest_Transaction_Year,Most_Recent_Transaction_Year,Avg_Days_Between_Transactions,Pct_Positive_vs_SP500_6M,Pct_Positive_vs_SP500_1Y,Pct_Positive_vs_SP500_18M,Pct_Positive_vs_Sector_6M,Pct_Positive_vs_Sector_1Y,Pct_Positive_vs_Sector_18M,Number_of_Companies,Most_Common_Company,Most_Active_Sector,Total_Transaction_Value,Bull_Market_Transactions,Bull_Market_Avg_Return_6M,Bull_Market_vs_SP500_6M,Bull_Market_vs_Sector_6M,Bull_Market_Win_Rate,Bear_Market_Transactions,Bear_Market_Avg_Return_6M,Bear_Market_vs_SP500_6M,Bear_Market_vs_Sector_6M,Bear_Market_Win_Rate,Market_Timing_Score,Most_Common_Company_Market_Cap,Most_Common_Company_Cap_Category,Pct_Mega_Cap_Trades,Pct_Large_Cap_Trades,Pct_Mid_Cap_Trades,Pct_Small_Cap_Trades,Pct_Micro_Cap_Trades,Preferred_Cap_Category,Avg_Market_Cap,Median_Market_Cap
1184731,DALLAS TERRY G,21%,23%,24%,3%,2%,3%,-21%,-23%,-24%,-3%,-2%,-3%,21280,21280,21280,1,1,2015,2015,0.0,0%,0%,0%,0%,0%,0%,1,NRG,Utilities,10.64,0,0,0,0,0,0,0,0,0,0,0,20582731776,Large Cap,0,100,0,0,0,Large Cap,20582731776,20582731776
1184754,PEEK MARK S,36%,40%,41%,23%,26%,27%,-36%,-40%,-41%,-23%,-26%,-27%,99750,157405,280200,6,2,2015,2023,607.4,50%,0%,0%,50%,0%,0%,1,TRMB,Information Technology,170.94,0,0,0,0,0,0,0,0,0,0,0,17819858944,Large Cap,0,100,0,0,0,Large Cap,17819858944,17819858944
1185064,CROWN JAMES S,20%,21%,22%,3%,3%,3%,-20%,-21%,-22%,-3%,-3%,-3%,57.36,1345143.254,13298400,23,5,2014,2019,-65.8,0%,9%,0%,9%,9%,13%,1,JPM,Financials,1545.32,0,0,0,0,0,0,0,0,0,0,0,703244000000,Mega Cap,100,0,0,0,0,Mega Cap,7.03244E+11,7.03244E+11
1185120,DUQUES HENRY C,29%,32%,32%,6%,7%,6%,-29%,-32%,-32%,-6%,-7%,-6%,125.34,433.838,998.8,5,2,2018,2019,-75.3,20%,0%,0%,20%,0%,60%,1,PAYC,Industrials,713.8,0,0,0,0,0,0,0,0,0,0,0,13372971008,Large Cap,0,100,0,0,0,Large Cap,13372971008,13372971008
1185158,GILLIS RUTH ANN M,24%,26%,26%,4%,4%,4%,-24%,-26%,-26%,-4%,-4%,-4%,12200,54320.18929,142416,14,6,2014,2023,-22.6,7%,14%,0%,0%,14%,7%,2,KEY,Financials,581.85,0,0,0,0,0,0,0,0,0,0,0,19349833728,Large Cap,0,100,0,0,0,Large Cap,19363039378,19349833728
1185165,SKOLDS JOHN L,24%,26%,27%,3%,3%,2%,-24%,-26%,-27%,-3%,-3%,-2%,91968,91968,91968,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,NEE,Utilities,6.85E-06,0,0,0,0,0,0,0,0,0,0,0,161777000000,Large Cap,0,100,0,0,0,Large Cap,1.61777E+11,1.61777E+11
1185243,WILLIAMS RONALD A,21%,22%,23%,3%,3%,4%,-21%,-22%,-23%,-3%,-3%,-4%,1001400.4,1050756.85,1100113.3,2,2,2015,2016,251.0,50%,50%,0%,50%,50%,0%,1,AXP,Financials,136.49,0,0,0,0,0,0,0,0,0,0,0,214630000000,Mega Cap,100,0,0,0,0,Mega Cap,2.1463E+11,2.1463E+11
1185480,DAVIS RICHARD K,39%,43%,44%,5%,6%,6%,-39%,-43%,-44%,-5%,-6%,-6%,67512,304324.8429,486015.75,7,4,2018,2023,123.5,14%,14%,14%,0%,29%,29%,3,DOW,Financials,1058.9,0,0,0,0,0,0,0,0,0,0,0,31252092928,Large Cap,57.14285714,42.85714286,0,0,0,Mega Cap,2.59533E+11,2.5707E+11
1185612,Papa Mark G,38%,44%,45%,3%,4%,5%,-38%,-44%,-45%,-3%,-4%,-5%,291900,291900,291900,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,SLB,Energy,19.46,0,0,0,0,0,0,0,0,0,0,0,62049869824,Large Cap,0,100,0,0,0,Large Cap,62049869824,62049869824
1185643,BROUSSARD BRUCE D,32%,35%,36%,15%,18%,20%,-32%,-35%,-36%,-15%,-18%,-20%,45425,134715.9,249722.7,3,3,2016,2022,-854.5,33%,33%,33%,33%,33%,0%,2,KEY,Financials,65.74,0,0,0,0,0,0,0,0,0,0,0,19349833728,Large Cap,0,100,0,0,0,Large Cap,24277737472,19349833728
1185659,BALILES GERALD L,20%,20%,20%,5%,5%,5%,-20%,-20%,-20%,-5%,-5%,-5%,6790,6790,6790,1,1,2012,2012,0.0,0%,0%,0%,0%,0%,0%,1,MO,Consumer Staples,33.95,0,0,0,0,0,0,0,0,0,0,0,97858330624,Large Cap,0,100,0,0,0,Large Cap,97858330624,97858330624
1185943,GUTIERREZ CARLOS M,29%,32%,31%,5%,5%,4%,-29%,-32%,-31%,-5%,-5%,-4%,249856,249856,249856,1,1,2018,2018,0.0,0%,0%,0%,0%,0%,0%,1,MET,Financials,39.04,0,0,0,0,0,0,0,0,0,0,0,61106073600,Large Cap,0,100,0,0,0,Large Cap,61106073600,61106073600
1185947,MACKAY A D DAVID,24%,26%,27%,6%,6%,5%,-24%,-26%,-27%,-6%,-6%,-5%,284375,287250,290125,2,1,2016,2016,1.0,0%,0%,0%,0%,0%,100%,1,CLX,Consumer Staples,229.8,0,0,0,0,0,0,0,0,0,0,0,20692469760,Large Cap,0,100,0,0,0,Large Cap,20692469760,20692469760
1186006,GALLAGHER J PATRICK JR,25%,29%,32%,4%,5%,5%,-25%,-29%,-32%,-4%,-5%,-5%,300424.5,300469.95,300515.4,2,1,2018,2018,0.0,100%,0%,0%,100%,100%,0%,1,AJG,Financials,132.22,0,0,0,0,0,0,0,0,0,0,0,69160534016,Large Cap,0,100,0,0,0,Large Cap,69160534016,69160534016
1186033,HOOVER R DAVID,24%,27%,28%,9%,10%,10%,-24%,-27%,-28%,-9%,-10%,-10%,35925,35925,35925,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,LLY,Health Care,71.85,0,0,0,0,0,0,0,0,0,0,0,715271000000,Mega Cap,100,0,0,0,0,Mega Cap,7.15271E+11,7.15271E+11
1186073,MOORMAN CHARLES W,34%,37%,42%,16%,18%,22%,-34%,-37%,-42%,-16%,-18%,-22%,84570,539679.4186,971800,7,3,2015,2022,-111.3,57%,43%,0%,71%,43%,0%,2,ORCL,Information Technology,520.58,0,0,0,0,0,0,0,0,0,0,0,512203000000,Mega Cap,100,0,0,0,0,Mega Cap,4.48439E+11,5.12203E+11
1186292,STUNTZ LINDA G,20%,20%,22%,2%,2%,2%,-20%,-20%,-22%,-2%,-2%,-2%,31575,31575,31575,2,1,2015,2015,0.0,100%,100%,0%,100%,0%,0%,1,EIX,Utilities,126.3,0,0,0,0,0,0,0,0,0,0,0,34208634880,Large Cap,0,100,0,0,0,Large Cap,34208634880,34208634880
1186331,BROOKS DOUGLAS H,22%,24%,25%,6%,7%,7%,-22%,-24%,-25%,-6%,-7%,-7%,8184,97584.12,189623.1,4,3,2014,2018,-227.7,0%,0%,0%,0%,0%,0%,2,AZO,Consumer Discretionary,1392.03,0,0,0,0,0,0,0,0,0,0,0,53578854400,Large Cap,0,100,0,0,0,Large Cap,36493172736,36493172736
1186383,SONSTEBY CHARLES M,32%,38%,42%,11%,13%,14%,-32%,-38%,-42%,-11%,-13%,-14%,33205,272186.25,749970,4,3,2015,2020,38.0,25%,0%,0%,0%,0%,0%,1,DRI,Consumer Discretionary,255.1220974,0,0,0,0,0,0,0,0,0,0,0,20711725056,Large Cap,0,100,0,0,0,Large Cap,20711725056,20711725056
1186725,DILLON DAVID B,31%,29%,36%,7%,5%,7%,-31%,-29%,-36%,-7%,-5%,-7%,203400,203400,203400,1,1,2019,2019,0.0,0%,0%,0%,0%,100%,0%,1,MMM,Industrials,57.91387503,0,0,0,0,0,0,0,0,0,0,0,72714960896,Large Cap,0,100,0,0,0,Large Cap,72714960896,72714960896
1186730,RINN RUSSELL B,34%,36%,43%,4%,4%,5%,-34%,-36%,-43%,-4%,-4%,-5%,51160,91330,131500,2,2,2019,2020,273.0,0%,0%,0%,0%,0%,0%,1,STLD,Materials,51.88,0,0,0,0,0,0,0,0,0,0,0,22116630528,Large Cap,0,100,0,0,0,Large Cap,22116630528,22116630528
1186888,MARTIN R BRAD,32%,37%,45%,6%,7%,9%,-32%,-37%,-45%,-6%,-7%,-9%,36250,66981.42857,145000,7,2,2019,2022,182.5,57%,0%,0%,57%,57%,0%,1,FDX,Industrials,1010.24,0,0,0,0,0,0,0,0,0,0,0,74125393920,Large Cap,0,100,0,0,0,Large Cap,74125393920,74125393920
1186942,EBEL GREGORY L,34%,37%,39%,4%,5%,5%,-34%,-37%,-39%,-4%,-5%,-5%,266040,685054.5,990444,4,3,2016,2022,-609.0,50%,0%,0%,50%,50%,50%,1,MOS,Materials,180.03,0,0,0,0,0,0,0,0,0,0,0,8404886016,Mid Cap,0,0,100,0,0,Mid Cap,8404886016,8404886016
1187019,CRAVER THEODORE F JR,26%,27%,27%,3%,3%,3%,-26%,-27%,-27%,-3%,-3%,-3%,293055,293055,293055,2,1,2017,2017,0.0,0%,0%,0%,0%,100%,0%,1,DUK,Utilities,167.46,0,0,0,0,0,0,0,0,0,0,0,90704863232,Large Cap,0,100,0,0,0,Large Cap,90704863232,90704863232
1187136,MEISENBACH JOHN W,30%,26%,33%,6%,6%,7%,-30%,-26%,-33%,-6%,-6%,-7%,727950,727950,727950,1,1,2019,2019,0.0,0%,100%,0%,0%,100%,0%,1,COST,Consumer Staples,242.65,0,0,0,0,0,0,0,0,0,0,0,430615000000,Mega Cap,100,0,0,0,0,Mega Cap,4.30615E+11,4.30615E+11
1187349,JURGENSEN WILLIAM G,33%,39%,43%,6%,7%,7%,-33%,-39%,-43%,-6%,-7%,-7%,522.5,164025.8248,1656180,18,8,2014,2023,-121.8,28%,11%,11%,33%,33%,33%,2,AIG,Financials,940.1,0,0,0,0,0,0,0,0,0,0,0,48117575680,Large Cap,0,100,0,0,0,Large Cap,41933691221,48117575680
1187377,FORD SCOTT T,24%,26%,27%,1%,2%,2%,-24%,-26%,-27%,-1%,-2%,-2%,355900,404825,453750,2,2,2014,2018,-1458.0,50%,0%,0%,0%,0%,0%,1,T,Communication Services,2.72E-13,0,0,0,0,0,0,0,0,0,0,0,166969000000,Large Cap,0,100,0,0,0,Large Cap,1.66969E+11,1.66969E+11
1187410,GASAWAY SHARILYN S,40%,42%,45%,8%,8%,9%,-40%,-42%,-45%,-8%,-8%,-9%,48735,52607.25,56479.5,2,1,2022,2022,0.0,0%,0%,0%,0%,0%,0%,1,JBHT,Industrials,323.82,0,0,0,0,0,0,0,0,0,0,0,19188992000,Large Cap,0,100,0,0,0,Large Cap,19188992000,19188992000
1187442,LAWSON RODGER A,19%,21%,21%,7%,9%,8%,-19%,-21%,-21%,-7%,-9%,-8%,76210,76210,76210,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,UNH,Health Care,76.21,0,0,0,0,0,0,0,0,0,0,0,561557000000,Mega Cap,100,0,0,0,0,Mega Cap,5.61557E+11,5.61557E+11
1187443,RYAN ARTHUR F,21%,19%,21%,3%,3%,3%,-21%,-19%,-21%,-3%,-3%,-3%,967500,967500,967500,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,CFG,Financials,21.5,0,0,0,0,0,0,0,0,0,0,0,21224155136,Large Cap,0,100,0,0,0,Large Cap,21224155136,21224155136
1187463,COOPER DAVID J,22%,23%,24%,3%,4%,4%,-22%,-23%,-24%,-3%,-4%,-4%,99060,99060,99060,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,RF,Financials,7.62,0,0,0,0,0,0,0,0,0,0,0,24775632896,Large Cap,0,100,0,0,0,Large Cap,24775632896,24775632896
1187561,SCHLOTMAN J MICHAEL,27%,27%,25%,6%,5%,5%,-27%,-27%,-25%,-6%,-5%,-5%,45460,45460,45460,1,1,2017,2017,0.0,0%,0%,0%,0%,100%,100%,1,KR,Consumer Staples,22.73,0,0,0,0,0,0,0,0,0,0,0,44190527488,Large Cap,0,100,0,0,0,Large Cap,44190527488,44190527488
1187874,BRYANT WARREN F,54%,59%,59%,8%,9%,9%,-54%,-59%,-59%,-8%,-9%,-9%,55326.5,55326.5,55326.5,2,1,2023,2023,0.0,0%,0%,0%,0%,0%,0%,1,DG,Consumer Staples,260.36,0,0,0,0,0,0,0,0,0,0,0,16992831488,Large Cap,0,100,0,0,0,Large Cap,16992831488,16992831488
1187925,FAST ERIC C,22%,23%,24%,3%,4%,4%,-22%,-23%,-24%,-3%,-4%,-4%,151000,151000,151000,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,RF,Financials,7.55,0,0,0,0,0,0,0,0,0,0,0,24775632896,Large Cap,0,100,0,0,0,Large Cap,24775632896,24775632896
1188019,MEARS MICHAEL N,39%,44%,46%,3%,3%,3%,-39%,-44%,-46%,-3%,-3%,-3%,263660,263660,263660,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,SRE,Utilities,0.128740234,0,0,0,0,0,0,0,0,0,0,0,59716870144,Large Cap,0,100,0,0,0,Large Cap,59716870144,59716870144
1188020,CHANDLER JOHN D,32%,34%,37%,4%,4%,3%,-32%,-34%,-37%,-4%,-4%,-3%,195910,229236.6667,259400,3,3,2018,2020,246.5,0%,0%,0%,67%,67%,67%,1,WMB,Energy,64.25,0,0,0,0,0,0,0,0,0,0,0,71336468480,Large Cap,0,100,0,0,0,Large Cap,71336468480,71336468480
1188192,DAVIDSON CHARLES D,21%,19%,22%,3%,3%,3%,-21%,-19%,-22%,-3%,-3%,-3%,423800,423800,423800,1,1,2015,2015,0.0,100%,100%,0%,0%,100%,100%,1,L,Financials,42.38,0,0,0,0,0,0,0,0,0,0,0,18853021696,Large Cap,0,100,0,0,0,Large Cap,18853021696,18853021696
1188370,BLACK ALBERT JR,32%,35%,37%,2%,2%,2%,-32%,-35%,-37%,-2%,-2%,-2%,4987.5,28924.93077,101032.98,13,5,2015,2023,46.5,23%,23%,0%,46%,38%,31%,1,DOC,Real Estate,127.0562415,0,0,0,0,0,0,0,0,0,0,0,15555615744,Large Cap,0,100,0,0,0,Large Cap,15555615744,15555615744
1188560,FLANZRAICH NEIL,45%,44%,39%,15%,14%,12%,-45%,-44%,-39%,-15%,-14%,-12%,340078,340078,340078,1,1,2021,2021,0.0,0%,0%,100%,0%,0%,100%,1,CMG,Consumer Discretionary,9.92E-42,0,0,0,0,0,0,0,0,0,0,0,84548780032,Large Cap,0,100,0,0,0,Large Cap,84548780032,84548780032
1188585,CUTLER ALEXANDER M,23%,24%,26%,4%,4%,4%,-23%,-24%,-26%,-4%,-4%,-4%,92750,146266.6667,177900,3,2,2016,2017,-56.0,0%,0%,0%,0%,0%,0%,1,KEY,Financials,41.62,0,0,0,0,0,0,0,0,0,0,0,19349833728,Large Cap,0,100,0,0,0,Large Cap,19349833728,19349833728
1188586,FEARON RICHARD H,59%,59%,59%,18%,18%,18%,-59%,-59%,-59%,-18%,-18%,-18%,332900,332900,332900,1,1,2024,2024,0.0,0%,0%,0%,0%,0%,0%,1,WAT,Health Care,332.9,0,0,0,0,0,0,0,0,0,0,0,22953050112,Large Cap,0,100,0,0,0,Large Cap,22953050112,22953050112
1188723,LINEN JONATHAN S,20%,21%,21%,5%,6%,6%,-20%,-21%,-21%,-5%,-6%,-6%,761200,761200,761200,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,YUM,Consumer Discretionary,28.28247355,0,0,0,0,0,0,0,0,0,0,0,38883053568,Large Cap,0,100,0,0,0,Large Cap,38883053568,38883053568
1188983,LIDDY EDWARD M,26%,28%,27%,9%,10%,11%,-26%,-28%,-27%,-9%,-10%,-11%,58017.6,58017.6,58017.6,1,1,2017,2017,0.0,0%,0%,0%,0%,0%,0%,1,ABT,Health Care,48.96,0,0,0,0,0,0,0,0,0,0,0,206313000000,Mega Cap,100,0,0,0,0,Mega Cap,2.06313E+11,2.06313E+11
1189009,Lenehan James T,24%,26%,27%,9%,9%,10%,-24%,-26%,-27%,-9%,-9%,-10%,146540,146540,146540,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,MDT,Health Care,73.27,0,0,0,0,0,0,0,0,0,0,0,110969000000,Large Cap,0,100,0,0,0,Large Cap,1.10969E+11,1.10969E+11
1189014,POON CHRISTINE A,21%,21%,21%,8%,8%,8%,-21%,-21%,-21%,-8%,-8%,-8%,74434.5,119217.25,164000,2,1,2014,2014,-188.0,0%,0%,0%,0%,0%,0%,1,REGN,Health Care,701.9,0,0,0,0,0,0,0,0,0,0,0,82952568832,Large Cap,0,100,0,0,0,Large Cap,82952568832,82952568832
1189019,WELDON WILLIAM C,35%,39%,45%,3%,4%,4%,-35%,-39%,-45%,-3%,-4%,-4%,199983.0888,200499.6444,201016.2,2,1,2020,2020,3.0,0%,0%,0%,50%,0%,0%,1,XOM,Energy,91.65,0,0,0,0,0,0,0,0,0,0,0,518445000000,Mega Cap,100,0,0,0,0,Mega Cap,5.18445E+11,5.18445E+11
1189022,WILSON ROBERT N,20%,21%,23%,5%,5%,5%,-20%,-21%,-23%,-5%,-5%,-5%,25021.92,87150.96,149280,2,1,2015,2015,205.0,50%,50%,0%,50%,50%,50%,1,HES,Energy,124.23,0,0,0,0,0,0,0,0,0,0,0,45348806656,Large Cap,0,100,0,0,0,Large Cap,45348806656,45348806656
1189132,CUNNINGHAM WILLIAM H DR,25%,26%,28%,6%,6%,6%,-25%,-26%,-28%,-6%,-6%,-6%,7160,123093.9267,243000,6,4,2015,2018,143.4,0%,0%,0%,0%,17%,0%,1,LUV,Industrials,255.5,0,0,0,0,0,0,0,0,0,0,0,19407491072,Large Cap,0,100,0,0,0,Large Cap,19407491072,19407491072
1189265,BOLTON H ERIC JR,26%,27%,29%,2%,2%,2%,-26%,-27%,-29%,-2%,-2%,-2%,4944.1,16828.3,99880.7,8,5,2014,2018,-202.6,50%,25%,0%,38%,25%,13%,1,MAA,Real Estate,592.1,0,0,0,0,0,0,0,0,0,0,0,19816738816,Large Cap,0,100,0,0,0,Large Cap,19816738816,19816738816
1189308,Bernardes Oscar,33%,40%,44%,4%,5%,5%,-33%,-40%,-44%,-4%,-5%,-5%,49800,49800,49800,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,MOS,Materials,9.96,0,0,0,0,0,0,0,0,0,0,0,8404886016,Mid Cap,0,0,100,0,0,Mid Cap,8404886016,8404886016
1189669,JAMISON CYNTHIA T,34%,42%,45%,12%,14%,15%,-34%,-42%,-45%,-12%,-14%,-15%,199953,199953,199953,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,DRI,Consumer Discretionary,58.5,0,0,0,0,0,0,0,0,0,0,0,20711725056,Large Cap,0,100,0,0,0,Large Cap,20711725056,20711725056
1189710,MCCRANIE J DANIEL,21%,22%,24%,7%,8%,10%,-21%,-22%,-24%,-7%,-8%,-10%,710000,865000,1020000,2,2,2015,2016,83.0,50%,0%,0%,50%,0%,0%,1,ON,Information Technology,17.3,0,0,0,0,0,0,0,0,0,0,0,30282682368,Large Cap,0,100,0,0,0,Large Cap,30282682368,30282682368
1189720,SZYMANCZYK MICHAEL E,25%,28%,32%,3%,3%,3%,-25%,-28%,-32%,-3%,-3%,-3%,354850,873635,1687390,4,4,2014,2019,-652.3,50%,25%,0%,25%,25%,25%,1,D,Utilities,295.05,0,0,0,0,0,0,0,0,0,0,0,50148589568,Large Cap,0,100,0,0,0,Large Cap,50148589568,50148589568
1189771,GOLUB HARVEY,20%,20%,22%,5%,4%,5%,-20%,-20%,-22%,-5%,-4%,-5%,25021.92,25021.92,25021.92,1,1,2015,2015,0.0,100%,100%,0%,100%,100%,100%,1,HES,Energy,74.47,0,0,0,0,0,0,0,0,0,0,0,45348806656,Large Cap,0,100,0,0,0,Large Cap,45348806656,45348806656
1189793,GLASSCOCK LARRY C,38%,42%,45%,4%,4%,4%,-38%,-42%,-45%,-4%,-4%,-4%,3841.25,72260.87632,589800,19,7,2014,2024,-160.3,11%,21%,26%,26%,32%,32%,2,SPG,Real Estate,2064.643427,0,0,0,0,0,0,0,0,0,0,0,68993212416,Large Cap,0,100,0,0,0,Large Cap,66536527333,68993212416
1189881,DESOER BARBARA J,19%,21%,20%,3%,3%,3%,-19%,-21%,-20%,-3%,-3%,-3%,48190,48190,48190,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,C,Financials,48.19,0,0,0,0,0,0,0,0,0,0,0,134034000000,Large Cap,0,100,0,0,0,Large Cap,1.34034E+11,1.34034E+11
1189900,OKEN MARC D,37%,37%,39%,5%,5%,5%,-37%,-37%,-39%,-5%,-5%,-5%,99899.15,350446.3833,837300,3,3,2015,2021,-747.5,67%,67%,33%,33%,100%,67%,1,MMC,Financials,305.42,0,0,0,0,0,0,0,0,0,0,0,114549000000,Large Cap,0,100,0,0,0,Large Cap,1.14549E+11,1.14549E+11
1189930,FARACI JOHN V,21%,22%,23%,5%,5%,5%,-21%,-22%,-23%,-5%,-5%,-5%,7303.92,30834.81333,75618.94,6,2,2015,2016,37.8,33%,17%,17%,33%,17%,33%,1,COP,Energy,306.12,0,0,0,0,0,0,0,0,0,0,0,140144000000,Large Cap,0,100,0,0,0,Large Cap,1.40144E+11,1.40144E+11
1190100,MARK RICHARD J,59%,59%,59%,4%,4%,4%,-59%,-59%,-59%,-4%,-4%,-4%,150092.25,150092.25,150092.25,1,1,2024,2024,0.0,0%,0%,0%,0%,0%,0%,1,SRE,Utilities,77.97,0,0,0,0,0,0,0,0,0,0,0,59716870144,Large Cap,0,100,0,0,0,Large Cap,59716870144,59716870144
1190210,NEUPAVER ALBERT J,31%,30%,36%,7%,5%,7%,-31%,-30%,-36%,-7%,-5%,-7%,652600,652600,652600,1,1,2019,2019,0.0,0%,0%,0%,0%,100%,0%,1,WAB,Industrials,65.26,0,0,0,0,0,0,0,0,0,0,0,34484572160,Large Cap,0,100,0,0,0,Large Cap,34484572160,34484572160
1190250,MATTHEWS TERRENCE D,21%,20%,21%,5%,5%,5%,-21%,-20%,-21%,-5%,-5%,-5%,1760023.26,1760023.26,1760023.26,1,1,2014,2014,0.0,0%,100%,0%,100%,100%,0%,1,JBHT,Industrials,81.01,0,0,0,0,0,0,0,0,0,0,0,19188992000,Large Cap,0,100,0,0,0,Large Cap,19188992000,19188992000
1190255,ROBERTS JOHN N,54%,54%,55%,11%,11%,11%,-54%,-54%,-55%,-11%,-11%,-11%,199967.37,599269.685,998572,2,2,2019,2024,1795.0,0%,0%,0%,0%,50%,0%,1,JBHT,Industrials,247.29,0,0,0,0,0,0,0,0,0,0,0,19188992000,Large Cap,0,100,0,0,0,Large Cap,19188992000,19188992000
1190258,THOMPSON JAMES K,26%,28%,28%,6%,6%,6%,-26%,-28%,-28%,-6%,-6%,-6%,2404.71,2414.219325,2423.4379,4,1,2017,2017,58.3,0%,0%,0%,0%,0%,0%,1,JBHT,Industrials,381.74,0,0,0,0,0,0,0,0,0,0,0,19188992000,Large Cap,0,100,0,0,0,Large Cap,19188992000,19188992000
1190261,WHITE JOHN A,21%,19%,19%,5%,4%,4%,-21%,-19%,-19%,-5%,-4%,-4%,595764,595764,595764,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,JBHT,Industrials,76.38,0,0,0,0,0,0,0,0,0,0,0,19188992000,Large Cap,0,100,0,0,0,Large Cap,19188992000,19188992000
1190290,ULLIAN ELAINE,21%,19%,20%,8%,8%,8%,-21%,-19%,-20%,-8%,-8%,-8%,200344,200344,200344,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,HOLX,Health Care,25.36,0,0,0,0,0,0,0,0,0,0,0,18041808896,Large Cap,0,100,0,0,0,Large Cap,18041808896,18041808896
1190588,WESTBROOK KELVIN R,29%,28%,29%,4%,3%,3%,-29%,-28%,-29%,-4%,-3%,-3%,33156,33156,33156,1,1,2018,2018,0.0,0%,0%,0%,100%,100%,100%,1,MOS,Materials,27.63,0,0,0,0,0,0,0,0,0,0,0,8404886016,Mid Cap,0,0,100,0,0,Mid Cap,8404886016,8404886016
1190594,OMTVEDT CRAIG P,31%,35%,41%,6%,7%,7%,-31%,-35%,-41%,-6%,-7%,-7%,491300,675913,868189,3,2,2019,2020,-93.0,67%,0%,0%,67%,33%,0%,1,CAG,Consumer Staples,94.71,0,0,0,0,0,0,0,0,0,0,0,13148870656,Large Cap,0,100,0,0,0,Large Cap,13148870656,13148870656
1190598,THOMAS DAVID M,30%,29%,33%,2%,2%,2%,-30%,-29%,-33%,-2%,-2%,-2%,199988,199988,199988,1,1,2019,2019,0.0,0%,100%,0%,0%,0%,0%,1,IPG,Communication Services,23.12,0,0,0,0,0,0,0,0,0,0,0,11477002240,Large Cap,0,100,0,0,0,Large Cap,11477002240,11477002240
1190775,ANGEL STEPHEN F,34%,39%,45%,4%,5%,5%,-34%,-39%,-45%,-4%,-5%,-5%,304940,385843.3333,527790,3,1,2020,2020,3.5,0%,0%,0%,0%,0%,0%,1,LIN,Materials,490.8,0,0,0,0,0,0,0,0,0,0,0,219504000000,Mega Cap,100,0,0,0,0,Mega Cap,2.19504E+11,2.19504E+11
1190796,BOHN ROBERT G,28%,30%,30%,6%,7%,6%,-28%,-30%,-30%,-6%,-7%,-6%,6892.73,6943.056667,7012.44,3,1,2018,2018,42.0,33%,0%,33%,67%,33%,33%,1,PH,Industrials,522.47,0,0,0,0,0,0,0,0,0,0,0,90477289472,Large Cap,0,100,0,0,0,Large Cap,90477289472,90477289472
1190813,MORFITT MARTHA A M,51%,49%,49%,16%,14%,13%,-51%,-49%,-49%,-16%,-14%,-13%,77580,604700.2,1584000,5,2,2021,2024,255.5,0%,20%,20%,0%,20%,20%,1,LULU,Consumer Discretionary,1886.63,0,0,0,0,0,0,0,0,0,0,0,39229546496,Large Cap,0,100,0,0,0,Large Cap,39229546496,39229546496
1190814,CHAN SHIU LEUNG,47%,52%,56%,34%,39%,43%,-47%,-52%,-56%,-34%,-39%,-43%,76000,389875.2273,1136000,11,3,2022,2024,26.9,0%,0%,0%,0%,0%,0%,1,SMCI,Information Technology,1.86E-08,0,0,0,0,0,0,0,0,0,0,0,20535781376,Large Cap,0,100,0,0,0,Large Cap,20535781376,20535781376
1190838,BROWN THOMAS K,29%,30%,28%,6%,6%,6%,-29%,-30%,-28%,-6%,-6%,-6%,249993,249993,249993,1,1,2018,2018,0.0,0%,0%,0%,0%,0%,0%,1,CAG,Consumer Staples,35.25,0,0,0,0,0,0,0,0,0,0,0,13148870656,Large Cap,0,100,0,0,0,Large Cap,13148870656,13148870656
1190861,DENINGER PAUL F,21%,19%,20%,2%,2%,2%,-21%,-19%,-20%,-2%,-2%,-2%,502880,502880,502880,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,IRM,Real Estate,33.19778189,0,0,0,0,0,0,0,0,0,0,0,36459524096,Large Cap,0,100,0,0,0,Large Cap,36459524096,36459524096
